animacy,feedback,sentence,WorkerId,number,tense.aspect.modal,sentence.length,aspect,tense.modal,be.have,subject,rt,response.factor,definiteness,type,tense.aspect,sentence_id,question_number,tense,X,response,language,SubmitTime,modal
animate,"""""",Penguins are funny looking,PE4OLXG8X9QHBWLEUD64Q0C9X6TN3A,plural,present.simple,3,simple,present,yes,penguin,1713,Generic,indefinite,target,present.simple,2004,47,present,NA,1,"""english""",Tue May 19 09:46:43 PDT 2015,no
inanimate,"""""",The footballs flew overhead,2QSHPK2VVJ762JB29SVMAZ9HHSMED9,plural,past.simple,2,simple,past,no,football,1907,Non-generic,definite,target,past.simple,2005,51,past,NA,2,"""English""",Tue May 19 09:59:32 PDT 2015,no
inanimate,"""""",The tire blew out,HI2C9TNOSCEOQA3M0VOK6XRIX8ZB5U,singular,past.simple,2,simple,past,no,tire,2879,Non-generic,definite,target,past.simple,2006,42,past,NA,2,"""English""",Tue May 19 09:51:00 PDT 2015,no
animate,"""""",The peacocks posed proudly,1Q7PE33RWEON6LSDD7M03YP0CAU43V,plural,past.simple,2,simple,past,no,peacock,2209,Non-generic,definite,target,past.simple,2007,51,past,NA,2,"""english""",Tue May 19 09:49:36 PDT 2015,no
animate,"""""",Cats are cute.,LO9WPLSWAAI8NBNCQVCBP8LOD2XWSS,plural,present.simple,2,simple,present,yes,cat,2561,Generic,indefinite,target,present.simple,2008,24,present,NA,1,"""English""",Tue May 19 09:45:01 PDT 2015,no
animate,"""""",A dog chased the cat,EHPK0XWYHZCXLXZQMFOYGXRC8EKZZP,singular,past.simple,3,simple,past,no,dog,3060,Non-generic,indefinite,target,past.simple,2009,52,past,NA,2,"""ENGLISH""",Tue May 19 09:49:45 PDT 2015,no
animate,"""""",The dolphin jumped in the air,Y6JGZKH4A1UWXI35R9AO8X2XRX7A4X,singular,past.simple,4,simple,past,no,dolphin,6596,Non-generic,definite,target,past.simple,2010,5,past,NA,2,"""English""",Tue May 19 09:46:50 PDT 2015,no
inanimate,"""""",The buses were blocking traffic.,6SJMDXBFDBL9GAEFJO123ML0ZKHU8O,plural,past.simple,3,simple,past,no,bus,13212,Non-generic,definite,example,past.simple,2010,1,past,NA,2,"""English""",Tue May 19 09:46:50 PDT 2015,no
animate,"""""",A mouse lives in my house.,W6DOYB5HLTOWK8CLAL8T089BNLY07X,singular,past.simple,4,simple,past,no,mouse,2690,Non-generic,indefinite,example,past.simple,2010,3,past,NA,2,"""English""",Tue May 19 09:46:50 PDT 2015,no
animate,"""""",The zebra is not extinct.,P8S2CPICL0I5VAHKVLU6OWICNG4W5T,singular,past.simple,3,simple,past,no,zebra,8507,Generic,definite,example,past.simple,2010,2,past,NA,1,"""English""",Tue May 19 09:46:50 PDT 2015,no
inanimate,"""Neat survey.""",Cars came up the road,OGNG18C2Q11SK9QO6TETPG93XMDB2T,plural,past.simple,4,simple,past,no,car,2993,Non-generic,indefinite,target,past.simple,2011,31,past,NA,2,"""English""",Tue May 19 09:46:46 PDT 2015,no
inanimate,"""""",A boat sailed by,1MD5HKWFBO3CTZOTGY4E5LO1A30RR5,singular,past.simple,2,simple,past,no,boat,2667,Non-generic,indefinite,target,past.simple,2012,52,past,NA,2,"""English""",Wed May 20 10:25:09 PDT 2015,no
inanimate,"""""",The pianos were for the concert.,RS0UDZ6J93FYCIU4MC7KZD13H5P9EP,plural,past.simple,4,simple,past,yes,piano,2126,Non-generic,definite,target,past.simple,2013,28,past,NA,2,"""english""",Tue May 19 09:48:43 PDT 2015,no
inanimate,"""Many sentences were not grammatically correct and thus impossible to answer the question correctly""",The towel was wet,C06PUCUJKREC593VHTPJ5COY3U31K4,singular,past.simple,2,simple,past,yes,towel,2927,Non-generic,definite,target,past.simple,2014,43,past,NA,2,"""english""",Wed May 20 10:29:00 PDT 2015,no
inanimate,"""""",The chairs are hard,KSIV784M7THFCPT8J3RCLSYZZJWJFB,plural,present.simple,2,simple,present,yes,chair,3331,Non-generic,definite,target,present.simple,2015,35,present,NA,2,"""English""",Tue May 19 09:47:12 PDT 2015,no
inanimate,"""""",Guitars attract girls,K14U5S7KLL9QJZRVDSSDD59XB10330,plural,present.simple,2,simple,present,no,guitar,2503,Generic,indefinite,target,present.simple,2016,13,present,NA,1,"""English""",Tue May 19 09:48:04 PDT 2015,no
animate,"""""",A pig got out of the pen,MEAQNT0ZB2BG8S7LJ2ISAJ9K9Q75J8,singular,past.simple,5,simple,past,no,pig,1962,Non-generic,indefinite,target,past.simple,2017,43,past,NA,2,"""English""",Tue May 19 09:55:53 PDT 2015,no
animate,"""""",Cheetahs run very fast,1U3MPT08GNP7EKOD65ESUVB41U7Y97,plural,present.simple,3,simple,present,no,cheetah,2676,Generic,indefinite,target,present.simple,2018,25,present,NA,1,"""English""",Tue May 19 09:45:43 PDT 2015,no
inanimate,"""Thank you""",A bed was in the room,7QF3EK95AA6LOCTN4C0XTWDPDJXEK3,singular,past.simple,4,simple,past,yes,bed,1950,Non-generic,indefinite,target,past.simple,2019,9,past,NA,2,"""English""",Tue May 19 09:44:55 PDT 2015,no
inanimate,"""""",The zipper was stuck,9OZ9RWJRNGP2PNDM5YLS20LMVS49LF,singular,past.simple,2,simple,past,no,zipper,1773,Non-generic,definite,target,past.simple,2020,7,past,NA,2,"""English""",Tue May 19 09:57:18 PDT 2015,no
inanimate,"""""",Swords are weapons.,SLLX6RCVTC05SNL8W4U2OYFA4JEDN4,plural,past.simple,2,simple,past,no,sword,4597,Generic,indefinite,example,past.simple,2020,4,past,NA,1,"""English""",Tue May 19 09:57:18 PDT 2015,no
inanimate,"""""",A bicycle can be handy,IULM7XHEMOBMKRZ4QRF2YF86T030WV,singular,modal,3,simple,modal,yes,bicycle,2001,Generic,indefinite,target,present.simple,2021,18,present,NA,1,"""English""",Wed May 20 10:28:14 PDT 2015,yes
animate,"""""",The fox ate the grapes,BWJBP2APFJRRGH21R45BDBDLVQA1EM,singular,past.simple,3,simple,past,no,fox,6766,Non-generic,definite,target,past.simple,2023,17,past,NA,2,"""English""",Tue May 19 09:46:38 PDT 2015,no
animate,"""""",A lion roared,HVBDEBS9QKTK76B2ZLXS6JFP5E6EU7,singular,past.simple,1,simple,past,no,lion,2312,Non-generic,indefinite,target,past.simple,2024,28,past,NA,2,"""English""",Tue May 19 09:46:33 PDT 2015,no
animate,"""""",The kangaroos have long necks,BC2CYU7FQG8ATQRFA5BQUVS8NJ48KD,plural,present.simple,3,simple,present,yes,kangaroo,7805,Generic,definite,target,present.simple,2025,11,present,NA,1,"""English""",Tue May 19 09:42:42 PDT 2015,no
animate,"""""",The skunk made an awful smell,AGCFU6ETUOYHKH9F08VND1JZ3QJI4P,singular,past.simple,4,simple,past,no,skunk,4205,Generic,definite,target,past.simple,2026,32,past,NA,1,"""English""",Tue May 19 09:48:09 PDT 2015,no
inanimate,"""""",A clock was on the wall,CWC76Z0H0IODUOW6DP77L7BS103WI3,singular,past.simple,4,simple,past,yes,clock,2247,Non-generic,indefinite,target,past.simple,2027,25,past,NA,2,"""english""",Tue May 19 09:48:43 PDT 2015,no
animate,"""""",The rabbit went in it's hole,SW2KSGY7YMMATO4KKWHLTJ2HMA3LOV,singular,past.simple,4,simple,past,no,rabbit,4840,Non-generic,definite,target,past.simple,2028,5,past,NA,2,"""English""",Tue May 19 09:58:25 PDT 2015,no
inanimate,"""""",The buses were blocking traffic.,OPT3XFSXCD6PR8X1TGZTFTINP5OL0H,plural,past.simple,3,simple,past,no,bus,8519,Non-generic,definite,example,past.simple,2028,2,past,NA,2,"""English""",Tue May 19 09:58:25 PDT 2015,no
animate,"""""",A mouse lives in my house.,VCXL2UYQ6FHD1SDB9OCVQY6LQAR8M7,singular,past.simple,4,simple,past,no,mouse,13335,Generic,indefinite,example,past.simple,2028,3,past,NA,1,"""English""",Tue May 19 09:58:25 PDT 2015,no
inanimate,"""""",Light bulbs often burn out,G27M7W2L29TDV055EKYEOD494OYNW7,plural,present.simple,3,simple,present,no,light bulb,2593,Generic,indefinite,target,present.simple,2029,18,present,NA,1,"""english""",Tue May 19 09:47:14 PDT 2015,no
inanimate,"""""",The kites flew high,ARTOJ8H397MJPYGG0C8HWVLIENWPU7,plural,past.simple,2,simple,past,no,kite,2386,Non-generic,definite,target,past.simple,2030,46,past,NA,2,"""English""",Wed May 20 13:19:16 PDT 2015,no
animate,"""""",Camels have humps,TQD0N54PHHBMXDJOCSIXZXOOKHICPX,plural,present.simple,2,simple,present,yes,camel,1759,Generic,indefinite,target,present.simple,2031,9,present,NA,1,"""English""",Tue May 19 09:49:34 PDT 2015,no
animate,,The gorillas looked pretty calm.,03B23WYJBHM75HXGJWX6RM9974VNBC,plural,past.simple,3,simple,past,no,gorilla,2519,Non-generic,definite,target,past.simple,2032,25,past,NA,2,,Tue May 19 09:58:50 PDT 2015,no
inanimate,"""Thank you!""",Pianos were playing in the background at the party.,ELVYPZ1A47VJXQ2NZ57Y43R2X1K6Q3,plural,past.progressive,8,progressive,past,no,piano,5593,Non-generic,indefinite,target,past.progressive,2033,10,past,NA,2,"""English""",Tue May 19 09:57:23 PDT 2015,no
inanimate,"""""",The bicycle was tipped over and no one seemed to care.,90Y6AALW5INDRDY7UCCMR3QSVN5DGP,singular,past.simple,9,simple,past,no,bicycle,2262,Non-generic,definite,target,past.simple,2034,48,past,NA,2,"""English""",Tue May 19 09:57:18 PDT 2015,no
inanimate,"""""",Kites were flown by the children on the windy day.,SI4HQG9LJTEKNM8YWIZXJRGG5Q94PY,plural,past.simple,9,simple,past,no,kite,4967,Generic,indefinite,target,past.simple,2035,16,past,NA,1,"""English""",Tue May 19 09:44:29 PDT 2015,no
inanimate,"""""",The tires spun and spun in the mud.,TG9NA4TF3L21PNYDUR0XBI7P0SZ7WY,plural,past.simple,6,simple,past,no,tire,2190,Non-generic,definite,target,past.simple,2036,27,past,NA,2,"""english""",Tue May 19 09:43:49 PDT 2015,no
animate,"""Thank you!""",The zebra is not extinct.,HX2TLAUOXIEUBS8J1KS91C66TF7ONO,singular,past.simple,3,simple,past,no,zebra,6136,Generic,definite,example,past.simple,2037,2,past,NA,1,"""English""",Tue May 19 09:57:23 PDT 2015,no
inanimate,"""Thank you!""",The buses were blocking traffic.,AIA769LSMNSQPJTF197JL65920DY7J,plural,past.simple,3,simple,past,no,bus,5222,Non-generic,definite,example,past.simple,2037,3,past,NA,2,"""English""",Tue May 19 09:57:23 PDT 2015,no
animate,"""Thank you!""",A mouse lives in my house.,B90R31KPAAVDIUVW6CC0ERZ0XNLL9Z,singular,past.simple,4,simple,past,no,mouse,9642,Non-generic,indefinite,example,past.simple,2037,1,past,NA,2,"""English""",Tue May 19 09:57:23 PDT 2015,no
inanimate,"""Thank you!""",A trumpet blared in the distance.,R4I2F36LDJO2XP0TKK5GNMEVURVYCM,singular,past.simple,4,simple,past,no,trumpet,3997,Non-generic,indefinite,target,past.simple,2037,5,past,NA,2,"""English""",Tue May 19 09:57:23 PDT 2015,no
animate,"""""",Pandas chewed bamboo in their cages at the zoo.,O2BZ2B81ZSL0MYCOD547DZE8XPVWHO,plural,past.simple,8,simple,past,no,panda,4457,Non-generic,indefinite,target,past.simple,2038,52,past,NA,2,"""English""",Tue May 19 09:51:41 PDT 2015,no
animate,"""""",A fox sprinted across the field.,MKH4ZCQJVALEC5JGJHD3M5PYO3Z7JX,singular,past.simple,4,simple,past,no,fox,3608,Non-generic,indefinite,target,past.simple,2039,37,past,NA,2,"""English""",Tue May 19 09:46:50 PDT 2015,no
animate,"""""",A shark ripped the flesh to shreds.,T1RMD0IRICF1HZI1ASCFNTXCO9HZI3,singular,past.simple,5,simple,past,no,shark,3120,Non-generic,indefinite,target,past.simple,2040,53,past,NA,2,"""English""",Tue May 19 09:46:33 PDT 2015,no
animate,"""""",The penguin waddled over the snowy hill.,YF053Z84IMU96COOJYM22Z0DIZOO4W,singular,past.simple,5,simple,past,no,penguin,3861,Non-generic,definite,target,past.simple,2041,28,past,NA,2,"""ENGLISH""",Tue May 19 09:49:45 PDT 2015,no
inanimate,"""""",The clocks all struck midnight simultaneously.,C0Q2156VZYEDDTBND7VZDW21G44I9J,plural,past.simple,4,simple,past,no,clock,2832,Non-generic,definite,target,past.simple,2042,15,past,NA,2,"""english""",Tue May 19 09:50:41 PDT 2015,no
animate,"""It was different and fun.""",Cows mooed as they were milked by the farmeres.,8FSSP9ZRLDYKJIA5KXGJAEV4AP4E19,plural,past.simple,8,simple,past,no,cow,3022,Generic,indefinite,target,past.simple,2043,15,past,NA,1,"""English""",Tue May 19 09:45:07 PDT 2015,no
inanimate,"""""",Shirts are made of fabric.,C4G1E5N89FS5BJCZKHHFHL8C6KP8B3,plural,present.simple,4,simple,present,no,shirt,2658,Generic,indefinite,target,present.simple,2044,36,present,NA,1,"""English""",Tue May 19 09:59:32 PDT 2015,no
animate,"""Thank you""",The rabbit bounced up and down in the grass.,KCZA3NKVY60C2H7G53FJG35RVFZJQ8,singular,past.simple,7,simple,past,no,rabbit,6722,Non-generic,definite,target,past.simple,2045,20,past,NA,2,"""English""",Tue May 19 09:44:55 PDT 2015,no
animate,"""""",A kangaroo hopped up and down in a funny manner.,4DAY4Q6TZZZP78GAT91QKVTK9CILI9,singular,past.simple,8,simple,past,no,kangaroo,3900,Non-generic,indefinite,target,past.simple,2046,18,past,NA,2,"""English""",Tue May 19 09:45:01 PDT 2015,no
inanimate,"""""",The fence was covered in moss.,2NR3GZN8IB0EG7EF9K4WW6RZMJ81L5,singular,past.simple,4,simple,past,no,fence,2126,Non-generic,definite,target,past.simple,2047,49,past,NA,2,"""English""",Tue May 19 09:48:04 PDT 2015,no
animate,"""""",The cheetah was pretty fast.,VE5IFDZWNDY4SB6XQ2BMPFFTGMGV2M,singular,past.simple,3,simple,past,yes,cheetah,3150,Non-generic,definite,target,past.simple,2048,25,past,NA,2,"""English""",Tue May 19 09:46:38 PDT 2015,no
inanimate,"""""",The televisions blared annoyingly.,94JJZDF0CSXTQX3ITFH9W07IFKQVYA,plural,past.simple,2,simple,past,no,television,1551,Generic,definite,target,past.simple,2049,38,past,NA,1,"""English""",Tue May 19 09:45:01 PDT 2015,no
inanimate,"""""",Boats sat in the harbor and bobbed up and down.,L41QVTW9KA9SRVRVA17ET7D0O7L7LA,plural,past.simple,9,simple,past,no,boat,4032,Non-generic,indefinite,target,past.simple,2050,38,past,NA,2,"""English""",Tue May 19 09:48:04 PDT 2015,no
inanimate,"""""",The couches were smelly.,KNO0T647BUF1CXCFZGOHQJFCICI6QS,plural,past.simple,2,simple,past,yes,couch,6128,Non-generic,definite,target,past.simple,2051,20,past,NA,2,"""english""",Tue May 19 09:56:34 PDT 2015,no
animate,"""Thank you""",An elephant picked a leaf off of a tree with its trunk.,PZR8JQXQZTCMV4VSF61B6JCNDIQ8R6,singular,past.simple,10,simple,past,no,elephant,2140,Non-generic,indefinite,target,past.simple,2052,26,past,NA,2,"""English""",Tue May 19 09:44:55 PDT 2015,no
inanimate,"""""",The towel was musty and smelled terrible.,ECWQOSNWW81I7MWNUIWL2VK72JE9P6,singular,past.simple,5,simple,past,yes,towel,2063,Non-generic,definite,target,past.simple,2053,26,past,NA,2,"""english""",Tue May 19 09:48:43 PDT 2015,no
inanimate,"""""",A football was tossed by the quarterback and landed in the stands.,C10AADLZ3FK25UND71C1DPIQPQI6AC,singular,past.simple,10,simple,past,no,football,5611,Non-generic,indefinite,target,past.simple,2054,39,past,NA,2,"""English""",Tue May 19 10:02:21 PDT 2015,no
animate,"""""",The lion roared at me ferociously.,O173VWE629ZMYZT2MZUWLAI4DFPBMN,singular,past.simple,4,simple,past,no,lion,5478,Non-generic,definite,target,past.simple,2055,27,past,NA,2,"""English""",Tue May 19 09:46:53 PDT 2015,no
animate,"""""",The pigs oinked with pleasure in the mud.,3MVF196GB9ZFZK21UHLUL2JDK4GWTL,plural,past.simple,6,simple,past,no,pig,1975,Non-generic,definite,target,past.simple,2056,41,past,NA,2,"""English""",Tue May 19 09:49:56 PDT 2015,no
animate,"""""",Pigeons hopped up and down as I threw breadcrumbs down at them.,RSIO2XB38UBNHMGLN1HS6XBKYOTLVP,plural,past.simple,11,simple,past,no,pigeon,2291,Non-generic,indefinite,target,past.simple,2057,25,past,NA,2,"""English""",Tue May 19 09:44:54 PDT 2015,no
animate,"""""",The dolphins seemed pretty intelligent.,8MKLE6P8VLMR5KK7XXR08OEQ42OE3T,plural,past.simple,3,simple,past,no,dolphin,2618,Non-generic,definite,target,past.simple,2058,37,past,NA,2,"""English""",Tue May 19 09:43:45 PDT 2015,no
inanimate,"""""",The knife was dull.,VNJQLMFABITCTEIFRMY9YMEGHHFQZ8,singular,past.simple,2,simple,past,yes,knife,2311,Non-generic,definite,target,past.simple,2059,11,past,NA,2,"""English""",Tue May 19 09:50:50 PDT 2015,no
animate,"""THANKS""",The squirrels annoyed me by walking in my path.,2CYT7RLOB9XMH15XWDWDL6BM2MS8OQ,plural,past.simple,7,simple,past,no,squirrel,2545,Non-generic,definite,target,past.simple,2060,44,past,NA,2,"""ENGLISH""",Tue May 19 09:45:02 PDT 2015,no
inanimate,"""""",The buses were blocking traffic.,2B6Q040EGWWBK0DF0YSC6ZBYMXGTIP,plural,past.simple,3,simple,past,no,bus,6305,Non-generic,definite,example,past.simple,2061,2,past,NA,2,"""English""",Tue May 19 09:53:33 PDT 2015,no
inanimate,"""""",Swords are weapons.,6BCI9ZJBU5RCKRN85XRMLW74X2S9OJ,plural,past.simple,2,simple,past,no,sword,4058,Generic,indefinite,example,past.simple,2061,3,past,NA,1,"""English""",Tue May 19 09:53:33 PDT 2015,no
animate,"""""",Camels walked across the horizon line.,ITDZ1DLYW1EDPCF431AUN8GK3TH0B3,plural,past.simple,5,simple,past,no,camel,3665,Non-generic,indefinite,target,past.simple,2061,5,past,NA,2,"""English""",Tue May 19 09:53:33 PDT 2015,no
animate,"""""",The zebra is not extinct.,HYP7TRMJA3BKA7LL98H6CTPDA6BYCS,singular,past.simple,3,simple,past,no,zebra,6360,Generic,definite,example,past.simple,2061,1,past,NA,1,"""English""",Tue May 19 09:53:33 PDT 2015,no
inanimate,"""Neat survey.""",The cars revved their engines in the parking lot.,I645RIAXVE47SFZTYM649CX8YNOGXB,plural,past.simple,7,simple,past,no,car,3658,Non-generic,definite,target,past.simple,2062,25,past,NA,2,"""English""",Tue May 19 09:46:46 PDT 2015,no
inanimate,"""""",A bed was sitting on the side of the road.,N8U6K7NHECH4CRT1VFOOHPRDFHWQRG,singular,past.progressive,8,progressive,past,no,bed,4534,Non-generic,indefinite,target,past.progressive,2063,28,past,NA,2,"""English""",Tue May 19 09:45:47 PDT 2015,no
animate,"""""",The skunk was smelling pretty funky today.,HEFHO4WKN24VT15MX5FJF6R2Q3CCKH,singular,past.progressive,5,progressive,past,no,skunk,5107,Non-generic,definite,target,past.progressive,2064,18,past,NA,2,"""english""",Wed May 20 10:51:38 PDT 2015,no
animate,"""""",A butterfly flew past the window.,7KZGBVBO4BQWVAWY8MJ4C0IC4UPDSM,singular,past.simple,4,simple,past,no,butterfly,2778,Non-generic,indefinite,target,past.simple,2065,51,past,NA,2,"""english""",Tue May 19 09:47:14 PDT 2015,no
inanimate,"""""",A toilet overflowed in the gas station's bathroom.,7N9P6OU17K5ETFWUFI99SLTINZBRDG,singular,past.simple,6,simple,past,no,toilet,3031,Non-generic,indefinite,target,past.simple,2066,42,past,NA,2,"""English""",Tue May 19 09:49:34 PDT 2015,no
animate,"""""",The bears rummaged through the trash.,I7WDXB8UNM1D90DA4ZDAATOMF3WA7D,plural,past.simple,4,simple,past,no,bear,3985,Non-generic,definite,target,past.simple,2067,21,past,NA,2,"""English""",Tue May 19 09:58:25 PDT 2015,no
inanimate,"""none""","The computer started messing up, and I didn't know what to do.",DLSHTNV9OW91AVRHKURWQKB5U4FLIV,singular,past.simple,10,simple,past,no,computer,3670,Non-generic,definite,target,past.simple,2068,30,past,NA,2,"""English""",Tue May 19 09:46:21 PDT 2015,no
inanimate,"""""",Lamps were sitting on the table.,I8JYZG8AQ4CH12PWVJMAED10Y4A07A,plural,past.progressive,5,progressive,past,no,lamp,2730,Non-generic,indefinite,target,past.progressive,2069,24,past,NA,2,"""English""",Tue May 19 09:46:41 PDT 2015,no
inanimate,"""Thank you""",A zipper was pulled and his pants fell down.,ZOM2U0K7VV0CBD0B92QUUHC8P0ZPXW,singular,past.simple,7,simple,past,no,zipper,1864,Non-generic,indefinite,target,past.simple,2070,28,past,NA,2,"""English""",Tue May 19 09:44:55 PDT 2015,no
inanimate,"""""",The light bulbs were all shattered.,KNM73MIZ1XOXLJXC43YM87QBMNC5DI,plural,past.simple,3,simple,past,yes,light bulb,4627,Non-generic,definite,target,past.simple,2071,25,past,NA,2,"""English""",Tue May 19 09:50:50 PDT 2015,no
animate,"""""","The dogs barked all night long, and I couldn't sleep.",CE5MPTNNYFSA32HBRNUNBT13X8YV4Y,plural,past.simple,8,simple,past,no,dog,2610,Non-generic,definite,target,past.simple,2072,37,past,NA,2,"""English""",Tue May 19 09:51:41 PDT 2015,no
animate,"""""",A turtle slowly moved past my feet,QDYU9AAM0FAHUJTBMIN1XZR6XUSMWI,singular,past.simple,5,simple,past,no,turtle,4634,Non-generic,indefinite,target,past.simple,2073,9,past,NA,2,"""English""",Tue May 19 09:48:09 PDT 2015,no
inanimate,"""""",The guitar was broken.,QLPQYOKDEYD6QFZN02DRSDXGQINEYO,singular,past.simple,2,simple,past,no,guitar,1535,Non-generic,definite,target,past.simple,2074,27,past,NA,2,"""English""",Tue May 19 09:47:07 PDT 2015,no
